id,univ_type,univ_name,yr_lvl,acad_stat,course,pl_mod,gender,active,A_preference,reflective,R_preference,sensing,S_preference,intuitive,I_preference,visual,Vi_preference,verbal,Ve_preference,sequential,Se_preference,global,G_preference,LS,AR,SI,VV,SG,AR_pref,SI_pref,VV_pref,SG_pref,Learning Style Result,Detected Dimension,Teaching Strategies
211,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,5,0,7,0,1,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
212,1,earist,2,1,cs,1,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,3,0,7,0,3,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
213,1,earist,2,1,cs,3,2,3,Low,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,1,0,7,0,1,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
214,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"5,0,1,0,5,0,0,1",1,1,1,2,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
215,1,earist,2,2,cs,3,2,9,High,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"9,0,0,1,1,0,0,1",1,2,1,2,High,Low,Low,Low,AR,Processing,Collaborative Projects
216,1,earist,2,2,cs,3,1,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"3,0,7,0,3,0,1,0",1,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
217,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,7,0,5,0,5,0",1,1,1,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
218,1,earist,2,1,cs,3,1,0,Not Prefer,3,Low,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,3,3,0,3,0,1,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
219,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"1,0,1,0,5,0,0,3",1,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
220,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"5,0,7,0,7,0,0,3",1,1,1,2,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
221,1,earist,2,1,cs,1,2,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,1,Low,"3,0,5,0,9,0,0,1",1,1,1,2,Low,Moderate,High,Low,VV,Input,Interactive code
222,1,earist,2,1,cs,1,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,5,0,7,0,1,0",2,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
223,1,earist,2,2,cs,1,2,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"5,0,1,0,5,0,0,3",1,1,1,2,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
224,1,earist,2,1,cs,3,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"7,0,7,0,5,0,1,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
225,1,earist,2,1,cs,1,1,11,High,0,Not Prefer,7,Moderate,0,Not Prefer,11,High,0,Not Prefer,11,High,0,Not Prefer,"11,0,7,0,11,0,11,0",1,1,1,1,High,Moderate,High,High,AR,Processing,Collaborative Projects
226,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,7,0,5,0,3,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
227,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,0,5,7,0,3,0",1,2,1,1,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
228,1,earist,2,1,cs,2,2,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,"3,0,7,0,0,3,5,0",1,1,2,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
229,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,7,0,5,0,3,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
230,1,earist,2,1,cs,2,1,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,11,High,0,Not Prefer,3,Low,0,Not Prefer,"0,7,0,7,11,0,3,0",2,2,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
231,1,earist,2,1,cs,2,2,0,Not Prefer,3,Low,3,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"0,3,3,0,0,3,0,1",2,1,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
232,1,earist,2,1,cs,1,2,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,"5,0,1,0,0,3,5,0",1,1,2,1,Moderate,Low,Low,Moderate,AR,Processing,Hands-On Labs
233,1,earist,2,1,cs,1,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,"3,0,3,0,3,0,0,5",1,1,1,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
234,1,earist,2,1,cs,3,2,0,Not Prefer,1,Low,9,High,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,"0,1,9,0,0,1,0,5",2,1,2,2,Low,High,Low,Moderate,SI,Perception,Practical Lab
235,1,earist,2,1,cs,1,1,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,"0,3,7,0,5,0,0,5",2,1,1,2,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
236,1,earist,2,1,cs,1,2,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"0,1,7,0,7,0,0,1",2,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
237,1,earist,2,1,cs,3,2,0,Not Prefer,7,Moderate,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,7,7,0,1,0,3,0",2,1,1,1,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
238,1,earist,2,1,cs,1,2,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,1,Low,"5,0,7,0,9,0,0,1",1,1,1,2,Moderate,Moderate,High,Low,VV,Input,Interactive code
239,1,earist,2,1,cs,3,2,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,3,Low,"0,5,5,0,0,3,0,3",2,1,2,2,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
240,1,earist,2,1,cs,2,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"1,0,1,0,0,1,0,1",1,1,2,2,Low,Low,Low,Low,AR,Processing,Individual Learning
241,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,"0,1,0,5,9,0,7,0",2,2,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
242,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"0,1,5,0,0,1,1,0",2,1,2,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
243,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,"1,0,1,0,7,0,0,5",1,1,1,2,Low,Low,Moderate,Moderate,VV,Input,Visual Code Flowcharts
244,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"1,0,0,5,7,0,0,1",1,2,1,2,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
245,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"5,0,1,0,1,0,3,0",1,1,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
246,1,earist,2,1,cs,3,1,0,Not Prefer,3,Low,1,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,"0,3,1,0,0,1,0,5",2,1,2,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
247,1,earist,3,2,cs,2,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,11,High,0,Not Prefer,1,Low,0,Not Prefer,"1,0,1,0,11,0,1,0",1,1,1,1,Low,Low,High,Low,VV,Input,Interactive code
248,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"1,0,3,0,5,0,1,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
249,1,earist,2,1,cs,1,2,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,1,5,0,5,0,1,0",2,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
250,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,9,High,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,7,9,0,0,3",2,2,1,2,Low,Moderate,High,Low,VV,Input,Interactive code
251,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,9,High,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,7,9,0,0,3",2,2,1,2,Low,Moderate,High,Low,VV,Input,Interactive code
252,1,earist,2,1,cs,3,2,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,5,1,0,7,0,1,0",2,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
253,1,earist,2,1,cs,3,2,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"0,9,0,5,7,0,0,3",2,2,1,2,High,Moderate,Moderate,Low,AR,Processing,Independent Coding
254,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"5,0,7,0,7,0,5,0",1,1,1,1,Moderate,Moderate,Moderate,Moderate,AR,Processing,Hands-On Labs
255,1,earist,2,1,cs,3,2,0,Not Prefer,3,Low,0,Not Prefer,1,Low,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,"0,3,0,1,9,0,5,0",2,2,1,1,Low,Low,High,Moderate,VV,Input,Interactive code
256,1,earist,2,1,cs,3,1,0,Not Prefer,9,High,0,Not Prefer,7,Moderate,11,High,0,Not Prefer,0,Not Prefer,5,Moderate,"0,9,0,7,11,0,0,5",2,2,1,2,High,Moderate,High,Moderate,AR,Processing,Independent Coding
257,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,11,High,0,Not Prefer,1,Low,0,Not Prefer,"0,1,3,0,11,0,1,0",2,1,1,1,Low,Low,High,Low,VV,Input,Interactive code
258,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,1,Low,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,3,Low,"3,0,1,0,9,0,0,3",1,1,1,2,Low,Low,High,Low,VV,Input,Interactive code
259,1,earist,2,1,cs,3,1,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"0,5,0,1,1,0,0,1",2,2,1,2,Moderate,Low,Low,Low,AR,Processing,Concept Mapping
260,1,earist,1,1,cs,3,2,0,Not Prefer,3,Low,0,Not Prefer,3,Low,11,High,0,Not Prefer,1,Low,0,Not Prefer,"0,3,0,3,11,0,1,0",2,2,1,1,Low,Low,High,Low,VV,Input,Interactive code
261,1,earist,1,1,cs,1,1,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,"0,7,0,7,0,7,0,1",2,2,2,2,Moderate,Moderate,Moderate,Low,AR,Processing,Concept Mapping
262,1,earist,1,1,cs,3,1,0,Not Prefer,9,High,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,"0,9,5,0,1,0,0,5",2,1,1,2,High,Moderate,Low,Moderate,AR,Processing,Independent Coding
263,1,earist,1,1,cs,1,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"0,1,1,0,1,0,0,1",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
264,1,earist,1,2,cs,1,1,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"7,0,1,0,1,0,3,0",1,1,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
265,1,earist,4,1,cs,3,2,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,3,Low,0,Not Prefer,"0,1,7,0,9,0,3,0",2,1,1,1,Low,Moderate,High,Low,VV,Input,Interactive code
266,1,earist,1,1,cs,3,2,3,Low,0,Not Prefer,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"3,0,9,0,7,0,3,0",1,1,1,1,Low,High,Moderate,Low,SI,Perception,Practical Lab
267,1,earist,1,1,cs,3,2,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"3,0,7,0,1,0,3,0",1,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
268,1,earist,1,1,cs,3,2,0,Not Prefer,9,High,1,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"0,9,1,0,0,1,0,1",2,1,2,2,High,Low,Low,Low,AR,Processing,Independent Coding
269,1,earist,1,1,cs,1,2,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"0,1,5,0,5,0,0,1",2,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
270,1,earist,1,1,cs,3,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"1,0,1,0,1,0,0,1",1,1,1,2,Low,Low,Low,Low,AR,Processing,Individual Learning
271,1,earist,4,1,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,0,Not Prefer,3,Low,"3,0,0,5,3,0,0,3",1,2,1,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
272,1,earist,1,1,cs,1,2,0,Not Prefer,1,Low,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"0,1,3,0,5,0,0,1",2,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
273,1,earist,1,1,cs,1,1,0,Not Prefer,3,Low,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,1,0,5,0,1,0",2,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
274,1,earist,3,2,cs,3,1,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,3,Low,0,Not Prefer,"5,0,7,0,0,1,3,0",1,1,2,1,Moderate,Moderate,Low,Low,AR,Processing,Hands-On Labs
275,1,earist,4,1,cs,3,2,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,"0,1,7,0,0,1,5,0",2,1,2,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
276,1,earist,1,1,cs,2,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,"0,3,5,0,0,5,0,5",2,1,2,2,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
277,1,earist,1,1,cs,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"0,1,3,0,1,0,0,1",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
278,1,earist,1,1,cs,2,2,0,Not Prefer,9,High,7,Moderate,0,Not Prefer,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,"0,9,7,0,0,7,5,0",2,1,2,1,High,Moderate,Moderate,Moderate,AR,Processing,Independent Coding
279,1,earist,4,1,cs,3,1,3,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"3,0,3,0,7,0,0,1",1,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
280,1,earist,1,1,cs,1,1,1,Low,0,Not Prefer,6,Moderate,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"1,0,6,0,3,0,1,0",1,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
281,1,earist,1,1,cs,3,1,1,Low,0,Not Prefer,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,0,3,7,0,3,0",1,2,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
282,1,earist,3,1,it,3,2,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,"5,0,0,3,0,1,5,0",1,2,2,1,Moderate,Low,Low,Moderate,AR,Processing,Hands-On Labs
283,1,earist,4,1,cs,3,2,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"1,0,7,0,5,0,0,3",1,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
284,1,earist,2,1,it,1,1,3,Low,0,Not Prefer,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"3,0,0,1,5,0,5,0",1,2,1,1,Low,Low,Moderate,Moderate,VV,Input,Visual Code Flowcharts
285,1,earist,2,1,it,1,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"0,1,5,0,3,0,7,0",2,1,1,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
286,1,earist,2,1,it,2,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"0,1,1,0,1,0,7,0",2,1,1,1,Low,Low,Low,Moderate,SG,Understanding,Structured Outlines
287,1,earist,2,1,it,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,5,0,5,0,3,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
288,1,earist,2,1,it,1,2,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"1,0,7,0,1,0,0,1",1,1,1,2,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
289,1,earist,2,1,it,1,1,0,Not Prefer,3,Low,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,0,3,7,0,1,0",2,2,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
290,1,earist,2,1,it,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,1,3,0,7,0,1,0",2,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
291,1,earist,2,1,it,1,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,9,High,0,Not Prefer,0,Not Prefer,3,Low,"0,3,0,1,9,0,0,3",2,2,1,2,Low,Low,High,Low,VV,Input,Interactive code
292,1,earist,2,1,it,3,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"3,0,3,0,3,0,1,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
293,1,earist,2,1,it,3,1,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,5,0,3,5,0,1,0",2,2,1,1,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
294,1,earist,2,1,it,3,1,3,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,"3,0,1,0,3,0,3,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
295,1,earist,2,2,it,3,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,"0,3,5,0,9,0,5,0",2,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
296,1,earist,2,1,it,2,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,3,0,5,0,1,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
297,1,earist,2,1,it,3,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,"1,0,1,0,0,5,0,1",1,1,2,2,Low,Low,Moderate,Low,VV,Input,Reading and Explaining
298,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"0,3,5,0,5,0,7,0",2,1,1,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
299,1,earist,2,1,it,3,1,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"3,0,7,0,1,0,0,1",1,1,1,2,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
300,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,9,High,0,Not Prefer,"7,0,0,5,3,0,9,0",1,2,1,1,Moderate,Moderate,Low,High,SG,Understanding,Detailed Plans
301,1,earist,2,1,it,3,1,0,Not Prefer,1,Low,9,High,0,Not Prefer,11,High,0,Not Prefer,1,Low,0,Not Prefer,"0,1,9,0,11,0,1,0",2,1,1,1,Low,High,High,Low,SI,Perception,Practical Lab
302,2,earist,2,1,it,3,1,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"0,3,0,5,7,0,0,3",2,2,1,2,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
303,1,earist,2,1,it,1,2,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,11,High,0,Not Prefer,1,Low,0,Not Prefer,"0,5,5,0,11,0,1,0",2,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
304,1,earist,2,1,it,3,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"1,0,1,0,1,0,1,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
305,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,3,5,0,1,0,3,0",2,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
306,1,earist,2,1,it,1,2,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"1,0,5,0,5,0,0,1",1,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
307,1,earist,2,1,it,2,1,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,1,7,0,1,0,3,0",2,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
308,2,earist,2,1,it,3,2,0,Not Prefer,3,Low,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"0,3,3,0,7,0,0,1",2,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
309,1,earist,2,1,it,3,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"1,0,1,0,0,3,0,1",1,1,2,2,Low,Low,Low,Low,AR,Processing,Individual Learning
310,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,"7,0,5,0,0,3,7,0",1,1,2,1,Moderate,Moderate,Low,Moderate,AR,Processing,Hands-On Labs
311,1,earist,2,1,it,3,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,0,Not Prefer,1,Low,"3,0,0,5,3,0,0,1",1,2,1,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
312,1,earist,4,1,cs,3,2,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,11,High,0,Not Prefer,5,Moderate,0,Not Prefer,"0,3,5,0,11,0,5,0",2,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
313,1,earist,2,1,it,1,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"3,0,3,0,1,0,0,3",1,1,1,2,Low,Low,Low,Low,AR,Processing,Individual Learning
314,1,earist,2,1,it,1,2,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"7,0,3,0,7,0,5,0",1,1,1,1,Moderate,Low,Moderate,Moderate,AR,Processing,Hands-On Labs
315,1,earist,2,1,it,3,1,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,"0,0,0,0,0,0,0,0",0,0,0,0,,,,,,,
